reference,longitude,latitude,timestamp,probability of failure,time of day
asset_1540,-73.92451014,40.7877448,11/4/12 0:00,0.000124802,midnight
asset_1541,-73.93612133,40.84351686,11/4/12 0:00,0.000210925,midnight
asset_1542,-73.94364509999998,40.76993313,11/4/12 0:00,0.003084032,midnight
asset_1543,-73.92200878,40.85989419,11/4/12 0:00,7.28e-05,midnight
asset_1544,-73.94845328,40.82250841,11/4/12 0:00,0.00010674,midnight
asset_1545,-73.94174231,40.81280612,11/4/12 0:00,3.69e-05,midnight
asset_1546,-73.92495109,40.79194552,11/4/12 0:00,4.5299999999999997e-05,midnight
asset_1547,-73.93642571,40.8186278,11/4/12 0:00,6.59e-05,midnight
asset_1548,-73.95149797,40.79325479,11/4/12 0:00,0.00010907899999999999,midnight
asset_1549,-73.9465767,40.78961210000001,11/4/12 0:00,9.120000000000001e-05,midnight
asset_1550,-73.99091588,40.73424405,11/4/12 0:00,0.000132619,midnight
asset_1551,-73.93547668,40.85919865,11/4/12 0:00,0.000148918,midnight
asset_1552,-73.94355275,40.82863332,11/4/12 0:00,0.000153576,midnight
asset_1553,-73.99076439,40.75341721,11/4/12 0:00,6.19e-05,midnight
asset_1554,-73.97218611,40.74415494,11/4/12 0:00,0.000145956,midnight
asset_1555,-73.9724375,40.80283218,11/4/12 0:00,0.00013429700000000002,midnight
asset_1556,-73.98176168,40.71554567,11/4/12 0:00,9.240000000000001e-05,midnight
asset_1557,-73.92773614,40.86915269,11/4/12 0:00,0.000118586,midnight
asset_1558,-73.95726835,40.82089136,11/4/12 0:00,6.05e-05,midnight
asset_1559,-73.97790449,40.79247633,11/4/12 0:00,8.4e-05,midnight
asset_1560,-73.99532071,40.74489717,11/4/12 0:00,0.00011820899999999999,midnight
asset_1561,-74.00954279,40.73688232,11/4/12 0:00,6.95e-05,midnight
asset_1562,-73.97453714,40.79578552,11/4/12 0:00,0.000103545,midnight
asset_1563,-73.98881691,40.71299108,11/4/12 0:00,7.62e-05,midnight
asset_1564,-74.01403876,40.71422374,11/4/12 0:00,0.000105495,midnight
asset_1565,-73.95055556,40.78443501,11/4/12 0:00,0.000203634,midnight
asset_1566,-73.97434200000001,40.74473692,11/4/12 0:00,0.000148205,midnight
asset_1567,-73.98942897,40.72783624,11/4/12 0:00,1.59e-05,midnight
asset_1568,-73.99922286,40.71722586,11/4/12 0:00,9.83e-05,midnight
asset_1569,-73.9914162,40.7391848,11/4/12 0:00,0.000330518,midnight
asset_1570,-73.97745886,40.71610455,11/4/12 0:00,0.000146987,midnight
asset_1571,-74.02427511,40.6878653,11/4/12 0:00,0.00022329200000000002,midnight
asset_1572,-73.93809955,40.80305659,11/4/12 0:00,9.87e-05,midnight
asset_1573,-73.99953328,40.72470727,11/4/12 0:00,0.000113015,midnight
asset_1574,-73.99929927,40.74329555,11/4/12 0:00,6.54e-05,midnight
asset_1575,-73.98356693,40.75355854,11/4/12 0:00,8.57e-05,midnight
asset_1576,-73.93807549,40.80021853,11/4/12 0:00,0.000294361,midnight
asset_1577,-73.99434762,40.7713659,11/4/12 0:00,7.5e-05,midnight
asset_1578,-73.98233914,40.77421765,11/4/12 0:00,0.0070667740000000005,midnight
asset_1579,-73.98640607,40.7443379,11/4/12 0:00,0.00010986200000000001,midnight
asset_1580,-73.94821477,40.76327204,11/4/12 0:00,0.000101074,midnight
asset_1581,-73.99099392,40.76306837,11/4/12 0:00,0.000101007,midnight
asset_1582,-73.98538566,40.74789645,11/4/12 0:00,7.390000000000001e-05,midnight
asset_1583,-73.98642498,40.71969042,11/4/12 0:00,0.000102447,midnight
asset_1584,-73.98936063,40.71918727,11/4/12 0:00,8.149999999999999e-05,midnight
asset_1585,-73.99609543,40.76456821,11/4/12 0:00,9.25e-05,midnight
asset_1586,-73.99680928,40.737602700000004,11/4/12 0:00,9.340000000000001e-05,midnight
asset_1587,-73.95058064,40.78427221,11/4/12 0:00,9.940000000000002e-05,midnight
asset_1588,-74.01414663,40.71327005,11/4/12 0:00,9.499999999999999e-05,midnight
asset_1589,-73.92289252,40.78711756,11/4/12 0:00,9.740000000000001e-05,midnight
asset_1590,-73.94366776,40.7836186,11/4/12 0:00,0.000143195,midnight
asset_1591,-73.92312744,40.78807929,11/4/12 0:00,0.000146732,midnight
asset_1592,-73.93663114,40.83895575,11/4/12 0:00,9.779999999999999e-05,midnight
asset_1593,-73.94903476,40.7852451,11/4/12 0:00,0.000118357,midnight
asset_1594,-73.97042904,40.79515816,11/4/12 0:00,6.77e-05,midnight
asset_1595,-73.97782897,40.71127625,11/4/12 0:00,0.000254554,midnight
asset_1596,-73.9992572,40.74760373,11/4/12 0:00,0.000142999,midnight
asset_1597,-73.99763992,40.73641821,11/4/12 0:00,0.000138416,midnight
asset_1598,-73.95729146,40.77899174,11/4/12 0:00,0.000458759,midnight
asset_1599,-73.99771761,40.76437471,11/4/12 0:00,0.000141325,midnight
asset_1600,-73.96806242,40.79027478,11/4/12 0:00,0.000139547,midnight
asset_1601,-73.93961218,40.82931447,11/4/12 0:00,7.41e-05,midnight
asset_1602,-73.98585385,40.74517803,11/4/12 0:00,0.000107997,midnight
asset_1603,-73.96463646,40.81250338,11/4/12 0:00,7.879999999999999e-05,midnight
asset_1604,-73.99089837,40.74621645,11/4/12 0:00,7.57e-05,midnight
asset_1605,-74.00863733,40.73574918,11/4/12 0:00,0.000155622,midnight
asset_1606,-73.99783375,40.73021265,11/4/12 0:00,7.85e-05,midnight
asset_1607,-73.99004744,40.76653197,11/4/12 0:00,0.000144867,midnight
asset_1608,-73.94700534,40.83293286,11/4/12 0:00,9.82e-05,midnight
asset_1609,-73.96283403,40.75890181,11/4/12 0:00,0.000191595,midnight
asset_1610,-73.97110103,40.75509437,11/4/12 0:00,3.76e-05,midnight
asset_1611,-73.95782471,40.77075848,11/4/12 0:00,0.000287473,midnight
asset_1612,-73.98311816,40.76403001,11/4/12 0:00,0.00014616,midnight
asset_1613,-73.98854835,40.71535596,11/4/12 0:00,0.000151681,midnight
asset_1614,-73.95333906,40.77029918,11/4/12 0:00,6.3e-05,midnight
asset_1615,-73.99403996,40.72689912,11/4/12 0:00,0.00014102,midnight
asset_1616,-73.98591567,40.76725273,11/4/12 0:00,6.11e-05,midnight
asset_1617,-73.96292632,40.75557612,11/4/12 0:00,0.00015683,midnight
asset_1618,-73.99338172,40.76193454,11/4/12 0:00,0.000153181,midnight
asset_1619,-73.98360126,40.74538137,11/4/12 0:00,0.000145279,midnight
asset_1620,-73.93148581,40.85403735,11/4/12 0:00,0.000147713,midnight
asset_1621,-73.94957514,40.83596017,11/4/12 0:00,0.000228486,midnight
asset_1622,-74.01053073,40.72526669,11/4/12 0:00,0.000154436,midnight
asset_1623,-73.9768482,40.76081766,11/4/12 0:00,0.000153015,midnight
asset_1624,-73.99268027,40.72622806,11/4/12 0:00,8.9e-05,midnight
asset_1625,-73.94889945,40.77006704,11/4/12 0:00,0.000143438,midnight
asset_1626,-73.95814788,40.81207374,11/4/12 0:00,6.55e-05,midnight
asset_1627,-74.00058451,40.70907288,11/4/12 0:00,0.00029456700000000003,midnight
asset_1628,-73.98095762,40.73686277,11/4/12 0:00,0.004354285,midnight
asset_1629,-73.93362011,40.80335477,11/4/12 0:00,0.000161792,midnight
asset_1630,-73.93661191,40.82079358,11/4/12 0:00,0.002046058,midnight
asset_1631,-74.00697063,40.75169442,11/4/12 0:00,7.929999999999999e-05,midnight
asset_1632,-73.96909452,40.7614963,11/4/12 0:00,7.929999999999999e-05,midnight
asset_1633,-73.96296792,40.80780085,11/4/12 0:00,0.00020089999999999998,midnight
asset_1634,-74.00543626,40.71930461,11/4/12 0:00,0.00022512599999999997,midnight
asset_1635,-73.93531667,40.78423598,11/4/12 0:00,8.35e-05,midnight
asset_1636,-73.92956716,40.84896266,11/4/12 0:00,0.00028791,midnight
asset_1637,-73.96430347,40.75756046,11/4/12 0:00,0.000484842,midnight
asset_1638,-73.95090529,40.78219809,11/4/12 0:00,6.87e-05,midnight
asset_1639,-73.96332187,40.77564889,11/4/12 0:00,6.21e-05,midnight
asset_1640,-73.95228332,40.78833154,11/4/12 0:00,0.055525532999999995,midnight
asset_1641,-73.97096538,40.78741085,11/4/12 0:00,0.000144737,midnight
asset_1642,-73.93885881,40.80740057,11/4/12 0:00,0.034561466,midnight
asset_1643,-73.97369423,40.79172167,11/4/12 0:00,0.000214744,midnight
asset_1644,-73.94626752,40.80172948,11/4/12 0:00,0.00012088700000000001,midnight
asset_1645,-73.92913076,40.78886299,11/4/12 0:00,0.00020769900000000002,midnight
asset_1646,-73.92779556,40.85259628,11/4/12 0:00,0.00014073799999999998,midnight
asset_1647,-73.92301213,40.85905962,11/4/12 0:00,0.000264291,midnight
asset_1648,-73.93976203,40.81291611,11/4/12 0:00,0.000157454,midnight
asset_1649,-73.94609158,40.84850428,11/4/12 0:00,8.740000000000001e-05,midnight
asset_1650,-73.98648092,40.76634541,11/4/12 0:00,0.00017022,midnight
asset_1651,-74.01031454,40.70731952,11/4/12 0:00,0.000156212,midnight
asset_1652,-73.94661989,40.82347991,11/4/12 0:00,0.000116305,midnight
asset_1653,-73.99471836,40.76744443,11/4/12 0:00,9.84e-05,midnight
asset_1654,-74.0046945,40.73108528,11/4/12 0:00,0.00014413,midnight
asset_1655,-73.96773304,40.75145341,11/4/12 0:00,6.459999999999998e-05,midnight
asset_1656,-73.94717425,40.81800958,11/4/12 0:00,6.39e-05,midnight
asset_1657,-73.95114605,40.82319293,11/4/12 0:00,7.65e-05,midnight
asset_1658,-73.97633082,40.78317388,11/4/12 0:00,0.000369653,midnight
asset_1659,-73.94703118,40.78354733,11/4/12 0:00,0.00021486200000000002,midnight
asset_1660,-73.99583949,40.74687574,11/4/12 0:00,9.719999999999999e-05,midnight
asset_1661,-74.01002213,40.72494145,11/4/12 0:00,0.000104735,midnight
asset_1662,-74.00476787,40.73458703,11/4/12 0:00,0.000137889,midnight
asset_1663,-73.96917093,40.76002451,11/4/12 0:00,4.2e-05,midnight
asset_1664,-73.93613555,40.80112621,11/4/12 0:00,0.00022076099999999998,midnight
asset_1665,-73.99751801,40.7182672,11/4/12 0:00,0.00016571099999999997,midnight
asset_1666,-74.00439188,40.75482671,11/4/12 0:00,0.000169257,midnight
asset_1667,-73.9742481,40.75356559,11/4/12 0:00,0.000122519,midnight
asset_1668,-73.98181278,40.73963261,11/4/12 0:00,0.000131605,midnight
asset_1669,-73.93941471,40.81471197,11/4/12 0:00,0.000139376,midnight
asset_1670,-74.01714073,40.68950581,11/4/12 0:00,0.000118456,midnight
asset_1671,-73.92691539,40.87209986,11/4/12 0:00,0.00015726,midnight
asset_1672,-73.92383722,40.78347012,11/4/12 0:00,9.070000000000001e-05,midnight
asset_1673,-73.93926280000001,40.83635792,11/4/12 0:00,0.000171905,midnight
asset_1674,-73.9669779,40.75207715,11/4/12 0:00,0.000170423,midnight
asset_1675,-74.00221487,40.70998213,11/4/12 0:00,0.004375877,midnight
asset_1676,-73.95804537,40.77056641,11/4/12 0:00,0.000180008,midnight
asset_1677,-73.94598418,40.84082208,11/4/12 0:00,0.000198093,midnight
asset_1678,-73.94296779,40.77484918,11/4/12 0:00,0.00021166,midnight
asset_1679,-74.00257216,40.72324084,11/4/12 0:00,0.0001681,midnight
asset_1680,-73.94926438,40.79481586,11/4/12 0:00,9.570000000000001e-05,midnight
asset_1681,-74.01360431,40.6912937,11/4/12 0:00,6.890000000000001e-05,midnight
asset_1682,-73.94021175,40.79792857,11/4/12 0:00,0.000131164,midnight
asset_1683,-73.95622840000001,40.77382977,11/4/12 0:00,0.00013785,midnight
asset_1684,-73.99774439,40.74502774,11/4/12 0:00,0.000243623,midnight
asset_1685,-73.94725940000001,40.81187088,11/4/12 0:00,0.00018942,midnight
asset_1686,-73.93131692,40.85192418,11/4/12 0:00,0.000144645,midnight
asset_1687,-73.94226387,40.80454107,11/4/12 0:00,7.62e-05,midnight
asset_1688,-74.0038593,40.72164954,11/4/12 0:00,7.509999999999998e-05,midnight
asset_1689,-73.95499653,40.80410597,11/4/12 0:00,8.6e-05,midnight
asset_1690,-73.99887379,40.72900226,11/4/12 0:00,7.809999999999999e-05,midnight
asset_1691,-73.94827659,40.79407535,11/4/12 0:00,4.34e-05,midnight
asset_1692,-73.92261086,40.85778013,11/4/12 0:00,0.00017001400000000002,midnight
asset_1693,-73.99298095,40.75789033,11/4/12 0:00,8.65e-05,midnight
asset_1694,-73.97957516,40.77909866,11/4/12 0:00,0.000214978,midnight
asset_1695,-73.94297408,40.79130334,11/4/12 0:00,0.000112674,midnight
asset_1696,-73.98499336,40.78037117,11/4/12 0:00,0.000118096,midnight
asset_1697,-73.92458502,40.79276526,11/4/12 0:00,0.000168077,midnight
asset_1698,-73.99009720000001,40.72442944,11/4/12 0:00,0.000168123,midnight
asset_1699,-73.94071004,40.84039518,11/4/12 0:00,0.000190557,midnight
asset_1700,-73.98484988,40.78484167,11/4/12 0:00,0.00028369999999999996,midnight
asset_1701,-73.92046547,40.8687359,11/4/12 0:00,0.00014320200000000002,midnight
asset_1702,-73.93865686,40.85741294,11/4/12 0:00,0.00023130900000000002,midnight
asset_1703,-73.96609931,40.77155059,11/4/12 0:00,0.00017233,midnight
asset_1704,-73.93994838,40.80258862,11/4/12 0:00,0.000452985,midnight
asset_1705,-74.0077198,40.70364388,11/4/12 0:00,0.000141642,midnight
asset_1706,-73.95550234,40.76439225,11/4/12 0:00,0.000344295,midnight
asset_1707,-73.97790271,40.78530404,11/4/12 0:00,0.000132087,midnight
asset_1708,-73.98154197,40.74290876,11/4/12 0:00,0.000162708,midnight
asset_1709,-73.98317088,40.72522126,11/4/12 0:00,0.000199238,midnight
asset_1710,-73.924576,40.78579837,11/4/12 0:00,0.000956637,midnight
asset_1711,-73.98893171,40.77440465,11/4/12 0:00,0.000130454,midnight
asset_1712,-73.99681541,40.71253756,11/4/12 0:00,0.000151603,midnight
asset_1713,-73.92879507,40.85667621,11/4/12 0:00,0.00032063400000000003,midnight
asset_1714,-73.95281902,40.78208896,11/4/12 0:00,9.209999999999999e-05,midnight
asset_1715,-73.92079931,40.861618799999995,11/4/12 0:00,7.900000000000001e-05,midnight
asset_1716,-73.9370602,40.85284501,11/4/12 0:00,0.00016978900000000002,midnight
asset_1717,-73.94459175,40.81915796,11/4/12 0:00,0.00017089099999999997,midnight
asset_1718,-73.94153179,40.82608312,11/4/12 0:00,0.000173692,midnight
asset_1719,-74.00294902,40.73225428,11/4/12 0:00,0.000180596,midnight
asset_1720,-74.01341871,40.70748921,11/4/12 0:00,0.000189462,midnight
asset_1721,-73.99042142,40.766422799999994,11/4/12 0:00,0.000152019,midnight
asset_1722,-73.97968346,40.73569755,11/4/12 0:00,7.23e-05,midnight
asset_1723,-73.94768794,40.77115096,11/4/12 0:00,0.000186963,midnight
asset_1724,-73.96583889,40.7541441,11/4/12 0:00,0.00019674099999999998,midnight
asset_1725,-73.97790382,40.78429033,11/4/12 0:00,0.000586086,midnight
asset_1726,-73.95479979,40.7873191,11/4/12 0:00,0.00023988299999999998,midnight
asset_1727,-73.93715659,40.86076026,11/4/12 0:00,0.0018470679999999999,midnight
asset_1728,-73.9482605,40.80100384,11/4/12 0:00,0.000118453,midnight
asset_1729,-73.95874203,40.77663248,11/4/12 0:00,0.00014821299999999999,midnight
asset_1730,-73.99675168,40.76834326,11/4/12 0:00,0.000170917,midnight
asset_1731,-73.9838142,40.72920901,11/4/12 0:00,0.00017163,midnight
asset_1732,-73.96468359,40.77503146,11/4/12 0:00,0.000173693,midnight
asset_1733,-73.98453309,40.78487541,11/4/12 0:00,0.000172062,midnight
asset_1734,-73.91490039,40.86478519,11/4/12 0:00,0.00018115,midnight
asset_1735,-73.99658159,40.767616600000004,11/4/12 0:00,0.000103253,midnight
asset_1736,-73.96840415,40.78759758,11/4/12 0:00,9.17e-05,midnight
asset_1737,-73.95294998,40.77618826,11/4/12 0:00,3.79e-05,midnight
asset_1738,-73.98737157,40.73993093,11/4/12 0:00,9.1e-05,midnight
asset_1739,-73.99808681,40.74087071,11/4/12 0:00,7.170000000000001e-05,midnight
asset_1740,-74.00707913,40.71133678,11/4/12 0:00,0.0001869,midnight
asset_1741,-74.01101099,40.709958799999995,11/4/12 0:00,0.000168965,midnight
asset_1742,-73.9511583,40.80772029,11/4/12 0:00,0.00017005700000000002,midnight
asset_1743,-73.97490996,40.72302983,11/4/12 0:00,0.00017233,midnight
asset_1744,-73.99680021,40.71118345,11/4/12 0:00,0.00017167900000000002,midnight
asset_1745,-73.93393359999999,40.85393377,11/4/12 0:00,8.950000000000001e-05,midnight
asset_1746,-73.94410688,40.80072542,11/4/12 0:00,0.001701946,midnight
asset_1747,-73.93474477,40.835615399999995,11/4/12 0:00,0.00012618,midnight
asset_1748,-73.94655289,40.82564247,11/4/12 0:00,0.001001058,midnight
asset_1749,-73.97648662,40.78010863,11/4/12 0:00,0.000167892,midnight
asset_1750,-73.934702,40.82905504,11/4/12 0:00,0.000414227,midnight
asset_1751,-73.98122448,40.73856773,11/4/12 0:00,0.000145929,midnight
asset_1752,-74.00926197,40.74313941,11/4/12 0:00,0.00024151400000000002,midnight
asset_1753,-73.96973529,40.80676182,11/4/12 0:00,0.000241208,midnight
asset_1754,-73.93003112,40.865162700000006,11/4/12 0:00,0.000183737,midnight
asset_1755,-73.98341383,40.76697831,11/4/12 0:00,9.1e-05,midnight
asset_1756,-73.95791109,40.81736156,11/4/12 0:00,9.66e-05,midnight
asset_1757,-73.99820421,40.75461659,11/4/12 0:00,0.000479624,midnight
asset_1758,-73.95313259,40.80927524,11/4/12 0:00,0.0013447889999999999,midnight
asset_1759,-73.9649097,40.80110822,11/4/12 0:00,9.01e-05,midnight
asset_1760,-74.00059492,40.73859131,11/4/12 0:00,9.070000000000001e-05,midnight
asset_1761,-73.94084855,40.84736161,11/4/12 0:00,0.0001651,midnight
asset_1762,-73.933516,40.8028639,11/4/12 0:00,0.00014853299999999998,midnight
asset_1763,-74.01146340000001,40.72364771,11/4/12 0:00,9.21e-06,midnight
asset_1764,-73.97707120000001,40.7477003,11/4/12 0:00,0.000188829,midnight
asset_1765,-73.98886495,40.715467700000005,11/4/12 0:00,0.00016821,midnight
asset_1766,-73.95207121,40.77267134,11/4/12 0:00,0.00020130299999999998,midnight
asset_1767,-73.99400087,40.76745016,11/4/12 0:00,0.00016805099999999998,midnight
asset_1768,-73.92008829,40.79669504,11/4/12 0:00,0.00010334600000000001,midnight
asset_1769,-73.98660364,40.71106749,11/4/12 0:00,0.00016691,midnight
asset_1770,-74.00349912,40.71929961,11/4/12 0:00,9.82e-05,midnight
asset_1771,-73.97004955,40.79328233,11/4/12 0:00,0.00017113099999999998,midnight
asset_1772,-73.98164153,40.77094597,11/4/12 0:00,0.00021288,midnight
asset_1773,-73.92147685,40.79668372,11/4/12 0:00,0.000174561,midnight
asset_1774,-73.97847597,40.78566302,11/4/12 0:00,0.00022021900000000001,midnight
asset_1775,-73.96493329,40.77077858,11/4/12 0:00,0.00097686,midnight
asset_1776,-73.99718573,40.72509438,11/4/12 0:00,0.0009314719999999999,midnight
asset_1777,-73.92199054,40.86763421,11/4/12 0:00,0.00092215,midnight
asset_1778,-73.94557888,40.78709204,11/4/12 0:00,0.000914785,midnight
asset_1779,-73.97439993,40.74063993,11/4/12 0:00,9.37e-05,midnight
asset_1780,-73.96945113,40.78897601,11/4/12 0:00,0.00017371400000000002,midnight
asset_1781,-73.99200598,40.77601035,11/4/12 0:00,0.000186527,midnight
asset_1782,-73.99595513,40.7391924,11/4/12 0:00,0.000156927,midnight
asset_1783,-73.93869944,40.8563867,11/4/12 0:00,7.950000000000001e-05,midnight
asset_1784,-74.00074996,40.72357042,11/4/12 0:00,0.00017367,midnight
asset_1785,-73.94378461,40.78538856,11/4/12 0:00,0.00096796,midnight
asset_1786,-73.95491473,40.76342027,11/4/12 0:00,0.00107364,midnight
asset_1787,-73.93949595,40.81598713,11/4/12 0:00,7.54e-05,midnight
asset_1788,-73.95436952,40.77553626,11/4/12 0:00,9.549999999999999e-05,midnight
asset_1789,-73.98779701,40.75253786,11/4/12 0:00,9.570000000000001e-05,midnight
asset_1790,-73.9304522,40.85270672,11/4/12 0:00,0.000195663,midnight
asset_1791,-73.94124534,40.799072100000004,11/4/12 0:00,0.000201013,midnight
asset_1792,-74.01298987,40.71465291,11/4/12 0:00,0.000329262,midnight
asset_1793,-73.97142283,40.74727468,11/4/12 0:00,7.77e-05,midnight
asset_1794,-74.01445745,40.71712027,11/4/12 0:00,0.00019313200000000002,midnight
asset_1795,-73.94296131,40.829418700000005,11/4/12 0:00,9.429999999999999e-05,midnight
asset_1796,-73.96482331,40.80950629,11/4/12 0:00,0.000308625,midnight
asset_1797,-74.01274537,40.70443894,11/4/12 0:00,0.000127302,midnight
asset_1798,-73.93421665,40.8440686,11/4/12 0:00,0.000212232,midnight
asset_1799,-73.98176731,40.71448875,11/4/12 0:00,8.51e-05,midnight
asset_1800,-73.97532767,40.74454951,11/4/12 0:00,8.2e-05,midnight
asset_1801,-73.97396706,40.75782797,11/4/12 0:00,7.57e-05,midnight
asset_1802,-73.9447268,40.77467995,11/4/12 0:00,7.46e-05,midnight
asset_1803,-74.00876159999999,40.7431778,11/4/12 0:00,0.00017459799999999998,midnight
asset_1804,-73.97644224,40.76219036,11/4/12 0:00,0.000138842,midnight
asset_1805,-73.98553001,40.74354947,11/4/12 0:00,0.000139183,midnight
asset_1806,-73.97570265,40.79628925,11/4/12 0:00,0.000184794,midnight
asset_1807,-73.98545716,40.76203006,11/4/12 0:00,0.000187664,midnight
asset_1808,-73.92512812,40.85263652,11/4/12 0:00,0.000233895,midnight
asset_1809,-73.92346725,40.87178773,11/4/12 0:00,0.00018820599999999998,midnight
asset_1810,-73.98929681,40.75785109,11/4/12 0:00,0.00020919,midnight
asset_1811,-73.94105606,40.81332402,11/4/12 0:00,0.000374679,midnight
asset_1812,-73.96840627,40.79775852,11/4/12 0:00,0.000157253,midnight
asset_1813,-73.98303036,40.71213546,11/4/12 0:00,0.00093843,midnight
asset_1814,-73.91466282,40.87113104,11/4/12 0:00,0.000136668,midnight
asset_1815,-73.98498847,40.77894568,11/4/12 0:00,7.55e-05,midnight
asset_1816,-73.95612199,40.77808545,11/4/12 0:00,8.28e-05,midnight
asset_1817,-73.99226279,40.764905,11/4/12 0:00,0.000162333,midnight
asset_1818,-74.01722496,40.70915715,11/4/12 0:00,0.00020203900000000002,midnight
asset_1819,-73.94636343,40.81898657,11/4/12 0:00,0.000176708,midnight
asset_1820,-74.00076716,40.72935994,11/4/12 0:00,0.000132929,midnight
asset_1821,-73.93047748,40.84797624,11/4/12 0:00,0.00017450200000000002,midnight
asset_1822,-73.9808072,40.72864783,11/4/12 0:00,0.000184125,midnight
asset_1823,-73.93882609,40.79555495,11/4/12 0:00,7.49e-05,midnight
asset_1824,-74.0072719,40.7223052,11/4/12 0:00,9.37e-05,midnight
asset_1825,-74.02002747,40.68579461,11/4/12 0:00,0.00019736900000000003,midnight
asset_1826,-73.97726209,40.78524372,11/4/12 0:00,7.68e-05,midnight
asset_1827,-74.00108177,40.760678999999996,11/4/12 0:00,8.62e-05,midnight
asset_1828,-73.9454879,40.83044312,11/4/12 0:00,0.00020701400000000002,midnight
asset_1829,-73.99127082,40.74374649,11/4/12 0:00,0.000158451,midnight
asset_1830,-73.95729109,40.8191361,11/4/12 0:00,8.08e-05,midnight
asset_1831,-73.95629536,40.8074933,11/4/12 0:00,0.00022265799999999998,midnight
asset_1832,-73.94987277,40.77750124,11/4/12 0:00,0.000317633,midnight
asset_1833,-73.97859087,40.75143122,11/4/12 0:00,8.240000000000001e-05,midnight
asset_1834,-73.96892287,40.75334445,11/4/12 0:00,8.209999999999999e-05,midnight
asset_1835,-73.93644517,40.82121649,11/4/12 0:00,0.00020314900000000002,midnight
asset_1836,-73.95195408,40.79871909,11/4/12 0:00,4.3e-05,midnight
asset_1837,-73.98106544,40.78239683,11/4/12 0:00,5.720000000000001e-05,midnight
asset_1838,-73.93257622,40.78918402,11/4/12 0:00,0.00023093900000000002,midnight
asset_1839,-73.92447313,40.86090969,11/4/12 0:00,0.000257096,midnight
asset_1840,-74.00413991,40.71348169,11/4/12 0:00,0.000206186,midnight
asset_1841,-73.94173473,40.85273502,11/4/12 0:00,0.000131603,midnight
asset_1842,-73.95414076,40.78402892,11/4/12 0:00,0.00016949400000000001,midnight
asset_1843,-73.94783326,40.83923787,11/4/12 0:00,0.000181604,midnight
asset_1844,-73.94085416,40.78926634,11/4/12 0:00,0.00017238,midnight
asset_1845,-73.97525862,40.71859157,11/4/12 0:00,0.000636944,midnight
asset_1846,-73.99504253,40.74258394,11/4/12 0:00,0.00018308700000000002,midnight
asset_1847,-74.00979409,40.74882242,11/4/12 0:00,0.000508901,midnight
asset_1848,-73.9422651,40.84167941,11/4/12 0:00,7.829999999999999e-05,midnight
asset_1849,-73.94945841,40.82118478,11/4/12 0:00,8.170000000000001e-05,midnight
asset_1850,-74.01024422,40.70855987,11/4/12 0:00,9.71e-05,midnight
asset_1851,-73.99222544,40.70989214,11/4/12 0:00,0.000182235,midnight
asset_1852,-73.98830253,40.76204319,11/4/12 0:00,9.559999999999999e-05,midnight
asset_1853,-73.99843236,40.71224084,11/4/12 0:00,0.000257964,midnight
asset_1854,-73.95089865,40.77586754,11/4/12 0:00,0.000194637,midnight
asset_1855,-73.98029323,40.72441327,11/4/12 0:00,0.000197039,midnight
asset_1856,-73.97566361,40.73624123,11/4/12 0:00,0.000183518,midnight
asset_1857,-73.99548091,40.76158521,11/4/12 0:00,0.000103904,midnight
asset_1858,-73.9490453,40.80335119,11/4/12 0:00,9.96e-05,midnight
asset_1859,-73.97327546,40.7369507,11/4/12 0:00,0.006222088000000001,midnight
asset_1860,-74.00365368,40.71613988,11/4/12 0:00,0.000263974,midnight
asset_1861,-73.95058629,40.80496789,11/4/12 0:00,0.00020895200000000001,midnight
asset_1862,-73.99992079,40.74715474,11/4/12 0:00,0.00011221700000000001,midnight
asset_1863,-73.93434413,40.82048647,11/4/12 0:00,8.159999999999999e-05,midnight
asset_1864,-73.91812629,40.86426355,11/4/12 0:00,0.000229791,midnight
asset_1865,-74.01102054,40.72999186,11/4/12 0:00,0.00017936900000000002,midnight
asset_1866,-73.9948156,40.71989175,11/4/12 0:00,8.2e-05,midnight
asset_1867,-74.0221339,40.68507494,11/4/12 0:00,0.021906937999999997,midnight
asset_1868,-73.92255111,40.85682797,11/4/12 0:00,9.37e-05,midnight
asset_1869,-73.95626614,40.78612085,11/4/12 0:00,0.000621958,midnight
asset_1870,-73.99920258,40.72525697,11/4/12 0:00,9.36e-05,midnight
asset_1871,-73.97397705,40.74608347,11/4/12 0:00,0.000356223,midnight
asset_1872,-73.98705814,40.71712779,11/4/12 0:00,0.00011836700000000001,midnight
asset_1873,-73.99081758,40.75901955,11/4/12 0:00,0.000100172,midnight
asset_1874,-73.97167633,40.78495709,11/4/12 0:00,0.000101995,midnight
asset_1875,-73.93465455,40.7961572,11/4/12 0:00,0.000119918,midnight
asset_1876,-73.98227416,40.77789019,11/4/12 0:00,0.0016916260000000001,midnight
asset_1877,-73.9791633,40.7120639,11/4/12 0:00,0.000142394,midnight
asset_1878,-73.96812637,40.79980604,11/4/12 0:00,0.000130805,midnight
asset_1879,-73.95314396,40.77897369,11/4/12 0:00,0.00051609,midnight
asset_1880,-74.00023078,40.75676985,11/4/12 0:00,1.62e-05,midnight
asset_1881,-73.95589396,40.82499177,11/4/12 0:00,7.609999999999999e-05,midnight
asset_1882,-73.95330375,40.81242195,11/4/12 0:00,0.000286225,midnight
asset_1883,-74.00518449,40.73814581,11/4/12 0:00,0.000180675,midnight
